subtype,region,week_start,category,n_sequences
H3N2,HA1,2024-10-14,more_than_4_mutations,7
H3N2,HA1,2024-10-21,1_mutation,62
H3N2,HA1,2024-10-21,2_mutations,85
H3N2,HA1,2024-10-21,3_mutations,52
H3N2,HA1,2024-10-21,4_mutations,24
H3N2,HA1,2024-10-21,identical,10
H3N2,HA1,2024-10-21,more_than_4_mutations,5
H3N2,HA1,2024-10-28,1_mutation,83
H3N2,HA1,2024-10-28,2_mutations,85
H3N2,HA1,2024-10-28,3_mutations,59
H3N2,HA1,2024-10-28,4_mutations,22
H3N2,HA1,2024-10-28,identical,26
H3N2,HA1,2024-10-28,more_than_4_mutations,8
H3N2,HA1,2024-11-04,1_mutation,107
H3N2,HA1,2024-11-04,2_mutations,122
H3N2,HA1,2024-11-04,3_mutations,69
H3N2,HA1,2024-11-04,4_mutations,23
H3N2,HA1,2024-11-04,identical,16
H3N2,HA1,2024-11-04,more_than_4_mutations,7
H3N2,HA1,2024-11-11,1_mutation,116
H3N2,HA1,2024-11-11,2_mutations,126
H3N2,HA1,2024-11-11,3_mutations,74
H3N2,HA1,2024-11-11,4_mutations,33
H3N2,HA1,2024-11-11,identical,18
H3N2,HA1,2024-11-11,more_than_4_mutations,9
H3N2,HA1,2024-11-18,1_mutation,154
H3N2,HA1,2024-11-18,2_mutations,145
H3N2,HA1,2024-11-18,3_mutations,67
H3N2,HA1,2024-11-18,4_mutations,40
H3N2,HA1,2024-11-18,identical,26
H3N2,HA1,2024-11-18,more_than_4_mutations,11
H3N2,HA1,2024-11-25,1_mutation,195
H3N2,HA1,2024-11-25,2_mutations,166
H3N2,HA1,2024-11-25,3_mutations,81
H3N2,HA1,2024-11-25,4_mutations,30
H3N2,HA1,2024-11-25,identical,33
H3N2,HA1,2024-11-25,more_than_4_mutations,14
H3N2,HA1,2024-12-02,1_mutation,229
H3N2,HA1,2024-12-02,2_mutations,142
H3N2,HA1,2024-12-02,3_mutations,73
H3N2,HA1,2024-12-02,4_mutations,41
H3N2,HA1,2024-12-02,identical,36
H3N2,HA1,2024-12-02,more_than_4_mutations,14
H3N2,HA1,2024-12-09,1_mutation,276
H3N2,HA1,2024-12-09,2_mutations,192
H3N2,HA1,2024-12-09,3_mutations,109
H3N2,HA1,2024-12-09,4_mutations,51
H3N2,HA1,2024-12-09,identical,58
H3N2,HA1,2024-12-09,more_than_4_mutations,29
H3N2,HA1,2024-12-16,1_mutation,365
H3N2,HA1,2024-12-16,2_mutations,243
H3N2,HA1,2024-12-16,3_mutations,151
H3N2,HA1,2024-12-16,4_mutations,70
H3N2,HA1,2024-12-16,identical,60
H3N2,HA1,2024-12-16,more_than_4_mutations,28
H3N2,HA1,2024-12-23,1_mutation,404
H3N2,HA1,2024-12-23,2_mutations,264
H3N2,HA1,2024-12-23,3_mutations,152
H3N2,HA1,2024-12-23,4_mutations,49
H3N2,HA1,2024-12-23,identical,61
H3N2,HA1,2024-12-23,more_than_4_mutations,25
H3N2,HA1,2024-12-30,1_mutation,447
H3N2,HA1,2024-12-30,2_mutations,356
H3N2,HA1,2024-12-30,3_mutations,163
H3N2,HA1,2024-12-30,4_mutations,76
H3N2,HA1,2024-12-30,identical,71
H3N2,HA1,2024-12-30,more_than_4_mutations,25
H3N2,HA1,2025-01-06,1_mutation,464
H3N2,HA1,2025-01-06,2_mutations,384
H3N2,HA1,2025-01-06,3_mutations,198
H3N2,HA1,2025-01-06,4_mutations,98
H3N2,HA1,2025-01-06,identical,53
H3N2,HA1,2025-01-06,more_than_4_mutations,45
H3N2,HA1,2025-01-13,1_mutation,523
H3N2,HA1,2025-01-13,2_mutations,441
H3N2,HA1,2025-01-13,3_mutations,181
H3N2,HA1,2025-01-13,4_mutations,98
H3N2,HA1,2025-01-13,identical,48
H3N2,HA1,2025-01-13,more_than_4_mutations,36
H3N2,HA1,2025-01-20,1_mutation,630
H3N2,HA1,2025-01-20,2_mutations,527
H3N2,HA1,2025-01-20,3_mutations,250
H3N2,HA1,2025-01-20,4_mutations,119
H3N2,HA1,2025-01-20,identical,60
H3N2,HA1,2025-01-20,more_than_4_mutations,43
H3N2,HA1,2025-01-27,1_mutation,647
H3N2,HA1,2025-01-27,2_mutations,541
H3N2,HA1,2025-01-27,3_mutations,270
H3N2,HA1,2025-01-27,4_mutations,129
H3N2,HA1,2025-01-27,identical,73
H3N2,HA1,2025-01-27,more_than_4_mutations,68
H3N2,HA1,2025-02-03,1_mutation,497
H3N2,HA1,2025-02-03,2_mutations,517
H3N2,HA1,2025-02-03,3_mutations,259
H3N2,HA1,2025-02-03,4_mutations,128
H3N2,HA1,2025-02-03,identical,85
H3N2,HA1,2025-02-03,more_than_4_mutations,53
H3N2,HA1,2025-02-10,1_mutation,487
H3N2,HA1,2025-02-10,2_mutations,482
H3N2,HA1,2025-02-10,3_mutations,237
H3N2,HA1,2025-02-10,4_mutations,74
H3N2,HA1,2025-02-10,identical,71
H3N2,HA1,2025-02-10,more_than_4_mutations,47
H3N2,HA1,2025-02-17,1_mutation,366
H3N2,HA1,2025-02-17,2_mutations,427
H3N2,HA1,2025-02-17,3_mutations,194
H3N2,HA1,2025-02-17,4_mutations,73
H3N2,HA1,2025-02-17,identical,55
H3N2,HA1,2025-02-17,more_than_4_mutations,56
H3N2,HA1,2025-02-24,1_mutation,312
H3N2,HA1,2025-02-24,2_mutations,390
H3N2,HA1,2025-02-24,3_mutations,177
H3N2,HA1,2025-02-24,4_mutations,68
H3N2,HA1,2025-02-24,identical,66
H3N2,HA1,2025-02-24,more_than_4_mutations,49
H3N2,HA1,2025-03-03,1_mutation,278
H3N2,HA1,2025-03-03,2_mutations,363
H3N2,HA1,2025-03-03,3_mutations,178
H3N2,HA1,2025-03-03,4_mutations,44
H3N2,HA1,2025-03-03,identical,68
H3N2,HA1,2025-03-03,more_than_4_mutations,31
H3N2,HA1,2025-03-10,1_mutation,228
H3N2,HA1,2025-03-10,2_mutations,264
H3N2,HA1,2025-03-10,3_mutations,178
H3N2,HA1,2025-03-10,4_mutations,61
H3N2,HA1,2025-03-10,identical,64
H3N2,HA1,2025-03-10,more_than_4_mutations,22
H3N2,HA1,2025-03-17,1_mutation,181
H3N2,HA1,2025-03-17,2_mutations,228
H3N2,HA1,2025-03-17,3_mutations,151
H3N2,HA1,2025-03-17,4_mutations,29
H3N2,HA1,2025-03-17,identical,55
H3N2,HA1,2025-03-17,more_than_4_mutations,21
H3N2,HA1,2025-03-24,1_mutation,128
H3N2,HA1,2025-03-24,2_mutations,169
H3N2,HA1,2025-03-24,3_mutations,101
H3N2,HA1,2025-03-24,4_mutations,31
H3N2,HA1,2025-03-24,identical,40
H3N2,HA1,2025-03-24,more_than_4_mutations,10
H3N2,HA1,2025-03-31,1_mutation,126
H3N2,HA1,2025-03-31,2_mutations,143
H3N2,HA1,2025-03-31,3_mutations,104
H3N2,HA1,2025-03-31,4_mutations,31
H3N2,HA1,2025-03-31,identical,27
H3N2,HA1,2025-03-31,more_than_4_mutations,12
H3N2,HA1,2025-04-07,1_mutation,95
H3N2,HA1,2025-04-07,2_mutations,145
H3N2,HA1,2025-04-07,3_mutations,92
H3N2,HA1,2025-04-07,4_mutations,22
H3N2,HA1,2025-04-07,identical,18
H3N2,HA1,2025-04-07,more_than_4_mutations,12
H3N2,HA1,2025-04-14,1_mutation,71
H3N2,HA1,2025-04-14,2_mutations,79
H3N2,HA1,2025-04-14,3_mutations,94
H3N2,HA1,2025-04-14,4_mutations,17
H3N2,HA1,2025-04-14,identical,18
H3N2,HA1,2025-04-14,more_than_4_mutations,12
H3N2,HA1,2025-04-21,1_mutation,63
H3N2,HA1,2025-04-21,2_mutations,71
H3N2,HA1,2025-04-21,3_mutations,59
H3N2,HA1,2025-04-21,4_mutations,16
H3N2,HA1,2025-04-21,identical,15
H3N2,HA1,2025-04-21,more_than_4_mutations,7
H3N2,HA1,2025-04-28,1_mutation,62
H3N2,HA1,2025-04-28,2_mutations,53
H3N2,HA1,2025-04-28,3_mutations,53
H3N2,HA1,2025-04-28,4_mutations,7
H3N2,HA1,2025-04-28,identical,15
H3N2,HA1,2025-04-28,more_than_4_mutations,7
H3N2,HA1,2025-05-05,1_mutation,42
H3N2,HA1,2025-05-05,2_mutations,70
H3N2,HA1,2025-05-05,3_mutations,46
H3N2,HA1,2025-05-05,4_mutations,23
H3N2,HA1,2025-05-05,identical,12
H3N2,HA1,2025-05-05,more_than_4_mutations,13
H3N2,HA1,2025-05-12,1_mutation,57
H3N2,HA1,2025-05-12,2_mutations,82
H3N2,HA1,2025-05-12,3_mutations,61
H3N2,HA1,2025-05-12,4_mutations,21
H3N2,HA1,2025-05-12,identical,10
H3N2,HA1,2025-05-12,more_than_4_mutations,7
H3N2,HA1,2025-05-19,1_mutation,46
H3N2,HA1,2025-05-19,2_mutations,49
H3N2,HA1,2025-05-19,3_mutations,54
H3N2,HA1,2025-05-19,4_mutations,27
H3N2,HA1,2025-05-19,identical,14
H3N2,HA1,2025-05-19,more_than_4_mutations,5
H3N2,HA1,2025-05-26,1_mutation,32
H3N2,HA1,2025-05-26,2_mutations,51
H3N2,HA1,2025-05-26,3_mutations,32
H3N2,HA1,2025-05-26,4_mutations,21
H3N2,HA1,2025-05-26,identical,29
H3N2,HA1,2025-05-26,more_than_4_mutations,4
H3N2,HA1,2025-06-02,1_mutation,49
H3N2,HA1,2025-06-02,2_mutations,34
H3N2,HA1,2025-06-02,3_mutations,49
H3N2,HA1,2025-06-02,4_mutations,12
H3N2,HA1,2025-06-02,identical,26
H3N2,HA1,2025-06-02,more_than_4_mutations,13
H3N2,HA1,2025-06-09,1_mutation,22
H3N2,HA1,2025-06-09,2_mutations,42
H3N2,HA1,2025-06-09,3_mutations,35
H3N2,HA1,2025-06-09,4_mutations,19
H3N2,HA1,2025-06-09,identical,22
H3N2,HA1,2025-06-09,more_than_4_mutations,8
H3N2,HA1,2025-06-16,1_mutation,23
H3N2,HA1,2025-06-16,2_mutations,46
H3N2,HA1,2025-06-16,3_mutations,22
H3N2,HA1,2025-06-16,4_mutations,13
H3N2,HA1,2025-06-16,identical,25
H3N2,HA1,2025-06-16,more_than_4_mutations,8
H3N2,HA1,2025-06-23,1_mutation,25
H3N2,HA1,2025-06-23,2_mutations,37
H3N2,HA1,2025-06-23,3_mutations,26
H3N2,HA1,2025-06-23,4_mutations,10
H3N2,HA1,2025-06-23,identical,18
H3N2,HA1,2025-06-23,more_than_4_mutations,10
H3N2,HA1,2025-06-30,1_mutation,40
H3N2,HA1,2025-06-30,2_mutations,43
H3N2,HA1,2025-06-30,3_mutations,11
H3N2,HA1,2025-06-30,4_mutations,18
H3N2,HA1,2025-06-30,identical,24
H3N2,HA1,2025-06-30,more_than_4_mutations,6
H3N2,HA1,2025-07-07,1_mutation,47
H3N2,HA1,2025-07-07,2_mutations,45
H3N2,HA1,2025-07-07,3_mutations,13
H3N2,HA1,2025-07-07,4_mutations,8
H3N2,HA1,2025-07-07,identical,24
H3N2,HA1,2025-07-07,more_than_4_mutations,6
H3N2,HA1,2025-07-14,1_mutation,40
H3N2,HA1,2025-07-14,2_mutations,33
H3N2,HA1,2025-07-14,3_mutations,16
H3N2,HA1,2025-07-14,4_mutations,3
H3N2,HA1,2025-07-14,identical,24
H3N2,HA1,2025-07-14,more_than_4_mutations,5
H3N2,HA1,2025-07-21,1_mutation,43
H3N2,HA1,2025-07-21,2_mutations,58
H3N2,HA1,2025-07-21,3_mutations,27
H3N2,HA1,2025-07-21,4_mutations,8
H3N2,HA1,2025-07-21,identical,32
H3N2,HA1,2025-07-21,more_than_4_mutations,5
H3N2,HA1,2025-07-28,1_mutation,28
H3N2,HA1,2025-07-28,2_mutations,37
H3N2,HA1,2025-07-28,3_mutations,13
H3N2,HA1,2025-07-28,4_mutations,5
H3N2,HA1,2025-07-28,identical,34
H3N2,HA1,2025-07-28,more_than_4_mutations,8
H3N2,HA1,2025-08-04,1_mutation,37
H3N2,HA1,2025-08-04,2_mutations,50
H3N2,HA1,2025-08-04,3_mutations,19
H3N2,HA1,2025-08-04,4_mutations,9
H3N2,HA1,2025-08-04,identical,46
H3N2,HA1,2025-08-04,more_than_4_mutations,5
H3N2,HA1,2025-08-11,1_mutation,42
H3N2,HA1,2025-08-11,2_mutations,36
H3N2,HA1,2025-08-11,3_mutations,19
H3N2,HA1,2025-08-11,4_mutations,6
H3N2,HA1,2025-08-11,identical,51
H3N2,HA1,2025-08-11,more_than_4_mutations,8
H3N2,HA1,2025-08-18,1_mutation,42
H3N2,HA1,2025-08-18,2_mutations,44
H3N2,HA1,2025-08-18,3_mutations,21
H3N2,HA1,2025-08-18,4_mutations,2
H3N2,HA1,2025-08-18,identical,65
H3N2,HA1,2025-08-18,more_than_4_mutations,3
H3N2,HA1,2025-08-25,1_mutation,50
H3N2,HA1,2025-08-25,2_mutations,36
H3N2,HA1,2025-08-25,3_mutations,14
H3N2,HA1,2025-08-25,4_mutations,4
H3N2,HA1,2025-08-25,identical,102
H3N2,HA1,2025-08-25,more_than_4_mutations,4
H3N2,HA1,2025-09-01,1_mutation,72
H3N2,HA1,2025-09-01,2_mutations,32
H3N2,HA1,2025-09-01,3_mutations,12
H3N2,HA1,2025-09-01,4_mutations,6
H3N2,HA1,2025-09-01,identical,113
H3N2,HA1,2025-09-01,more_than_4_mutations,4
H3N2,HA1,2025-09-08,1_mutation,92
H3N2,HA1,2025-09-08,2_mutations,44
H3N2,HA1,2025-09-08,3_mutations,13
H3N2,HA1,2025-09-08,4_mutations,14
H3N2,HA1,2025-09-08,identical,150
H3N2,HA1,2025-09-08,more_than_4_mutations,4
H3N2,HA1,2025-09-15,1_mutation,109
H3N2,HA1,2025-09-15,2_mutations,44
H3N2,HA1,2025-09-15,3_mutations,19
H3N2,HA1,2025-09-15,4_mutations,9
H3N2,HA1,2025-09-15,identical,204
H3N2,HA1,2025-09-15,more_than_4_mutations,14
H3N2,HA1,2025-09-22,1_mutation,99
H3N2,HA1,2025-09-22,2_mutations,40
H3N2,HA1,2025-09-22,3_mutations,11
H3N2,HA1,2025-09-22,4_mutations,22
H3N2,HA1,2025-09-22,identical,247
H3N2,HA1,2025-09-22,more_than_4_mutations,10
H3N2,HA1,2025-09-29,1_mutation,122
H3N2,HA1,2025-09-29,2_mutations,53
H3N2,HA1,2025-09-29,3_mutations,18
H3N2,HA1,2025-09-29,4_mutations,16
H3N2,HA1,2025-09-29,identical,348
H3N2,HA1,2025-09-29,more_than_4_mutations,18
H3N2,HA1,2025-10-06,1_mutation,191
H3N2,HA1,2025-10-06,2_mutations,64
H3N2,HA1,2025-10-06,3_mutations,19
H3N2,HA1,2025-10-06,4_mutations,12
H3N2,HA1,2025-10-06,identical,376
H3N2,HA1,2025-10-06,more_than_4_mutations,7
H3N2,HA1,2025-10-13,1_mutation,189
H3N2,HA1,2025-10-13,2_mutations,53
H3N2,HA1,2025-10-13,3_mutations,22
H3N2,HA1,2025-10-13,4_mutations,23
H3N2,HA1,2025-10-13,identical,465
H3N2,HA1,2025-10-13,more_than_4_mutations,13
H3N2,HA1,2025-10-20,1_mutation,217
H3N2,HA1,2025-10-20,2_mutations,63
H3N2,HA1,2025-10-20,3_mutations,26
H3N2,HA1,2025-10-20,4_mutations,14
H3N2,HA1,2025-10-20,identical,607
H3N2,HA1,2025-10-20,more_than_4_mutations,8
H3N2,HA1,2025-10-27,1_mutation,262
H3N2,HA1,2025-10-27,2_mutations,86
H3N2,HA1,2025-10-27,3_mutations,16
H3N2,HA1,2025-10-27,4_mutations,18
H3N2,HA1,2025-10-27,identical,678
H3N2,HA1,2025-10-27,more_than_4_mutations,12
H3N2,HA1,2025-11-03,1_mutation,349
H3N2,HA1,2025-11-03,2_mutations,92
H3N2,HA1,2025-11-03,3_mutations,22
H3N2,HA1,2025-11-03,4_mutations,17
H3N2,HA1,2025-11-03,identical,762
H3N2,HA1,2025-11-03,more_than_4_mutations,10
H3N2,HA1,2025-11-10,1_mutation,379
H3N2,HA1,2025-11-10,2_mutations,91
H3N2,HA1,2025-11-10,3_mutations,9
H3N2,HA1,2025-11-10,4_mutations,19
H3N2,HA1,2025-11-10,identical,892
H3N2,HA1,2025-11-10,more_than_4_mutations,12
H3N2,HA1,2025-11-17,1_mutation,511
H3N2,HA1,2025-11-17,2_mutations,106
H3N2,HA1,2025-11-17,3_mutations,20
H3N2,HA1,2025-11-17,4_mutations,15
H3N2,HA1,2025-11-17,identical,1029
H3N2,HA1,2025-11-17,more_than_4_mutations,23
H3N2,HA1,2025-11-24,1_mutation,766
H3N2,HA1,2025-11-24,2_mutations,160
H3N2,HA1,2025-11-24,3_mutations,29
H3N2,HA1,2025-11-24,4_mutations,25
H3N2,HA1,2025-11-24,identical,1458
H3N2,HA1,2025-11-24,more_than_4_mutations,10
H3N2,HA1,2025-12-01,1_mutation,899
H3N2,HA1,2025-12-01,2_mutations,217
H3N2,HA1,2025-12-01,3_mutations,44
H3N2,HA1,2025-12-01,4_mutations,37
H3N2,HA1,2025-12-01,identical,1813
H3N2,HA1,2025-12-01,more_than_4_mutations,28
H3N2,HA1,2025-12-08,1_mutation,954
H3N2,HA1,2025-12-08,2_mutations,241
H3N2,HA1,2025-12-08,3_mutations,42
H3N2,HA1,2025-12-08,4_mutations,25
H3N2,HA1,2025-12-08,identical,1861
H3N2,HA1,2025-12-08,more_than_4_mutations,21
H3N2,HA1,2025-12-15,1_mutation,1236
H3N2,HA1,2025-12-15,2_mutations,246
H3N2,HA1,2025-12-15,3_mutations,27
H3N2,HA1,2025-12-15,4_mutations,21
H3N2,HA1,2025-12-15,identical,2279
H3N2,HA1,2025-12-15,more_than_4_mutations,12
H3N2,HA1,2025-12-22,1_mutation,755
H3N2,HA1,2025-12-22,2_mutations,172
H3N2,HA1,2025-12-22,3_mutations,33
H3N2,HA1,2025-12-22,4_mutations,10
H3N2,HA1,2025-12-22,identical,1432
H3N2,HA1,2025-12-22,more_than_4_mutations,7
H3N2,HA1,2025-12-29,1_mutation,687
H3N2,HA1,2025-12-29,2_mutations,179
H3N2,HA1,2025-12-29,3_mutations,30
H3N2,HA1,2025-12-29,4_mutations,8
H3N2,HA1,2025-12-29,identical,1244
H3N2,HA1,2025-12-29,more_than_4_mutations,2
H3N2,HA1,2026-01-05,1_mutation,649
H3N2,HA1,2026-01-05,2_mutations,184
H3N2,HA1,2026-01-05,3_mutations,32
H3N2,HA1,2026-01-05,4_mutations,5
H3N2,HA1,2026-01-05,identical,1257
H3N2,HA1,2026-01-05,more_than_4_mutations,3
H3N2,HA1,2026-01-12,1_mutation,548
H3N2,HA1,2026-01-12,2_mutations,180
H3N2,HA1,2026-01-12,3_mutations,27
H3N2,HA1,2026-01-12,4_mutations,5
H3N2,HA1,2026-01-12,identical,963
H3N2,HA1,2026-01-12,more_than_4_mutations,5
H3N2,HA1,2026-01-19,1_mutation,479
H3N2,HA1,2026-01-19,2_mutations,142
H3N2,HA1,2026-01-19,3_mutations,27
H3N2,HA1,2026-01-19,4_mutations,6
H3N2,HA1,2026-01-19,identical,959
H3N2,HA1,2026-01-19,more_than_4_mutations,4
H3N2,HA1,2026-01-26,1_mutation,487
H3N2,HA1,2026-01-26,2_mutations,135
H3N2,HA1,2026-01-26,3_mutations,21
H3N2,HA1,2026-01-26,4_mutations,4
H3N2,HA1,2026-01-26,identical,844
H3N2,HA1,2026-01-26,more_than_4_mutations,3
H3N2,HA1,2026-02-02,1_mutation,503
H3N2,HA1,2026-02-02,2_mutations,138
H3N2,HA1,2026-02-02,3_mutations,26
H3N2,HA1,2026-02-02,4_mutations,8
H3N2,HA1,2026-02-02,identical,858
H3N2,HA1,2026-02-02,more_than_4_mutations,3
H3N2,HA1,2026-02-09,1_mutation,356
H3N2,HA1,2026-02-09,2_mutations,131
H3N2,HA1,2026-02-09,3_mutations,19
H3N2,HA1,2026-02-09,4_mutations,3
H3N2,HA1,2026-02-09,identical,682
H3N2,HA1,2026-02-09,more_than_4_mutations,2
H3N2,HA1,2026-02-16,1_mutation,336
H3N2,HA1,2026-02-16,2_mutations,107
H3N2,HA1,2026-02-16,3_mutations,19
H3N2,HA1,2026-02-16,4_mutations,5
H3N2,HA1,2026-02-16,identical,546
H3N2,HA1,2026-02-23,1_mutation,265
H3N2,HA1,2026-02-23,2_mutations,112
H3N2,HA1,2026-02-23,3_mutations,13
H3N2,HA1,2026-02-23,4_mutations,1
H3N2,HA1,2026-02-23,identical,456
H3N2,HA1,2026-02-23,more_than_4_mutations,2
H3N2,HA1,2026-03-02,1_mutation,254
H3N2,HA1,2026-03-02,2_mutations,82
H3N2,HA1,2026-03-02,3_mutations,16
H3N2,HA1,2026-03-02,4_mutations,4
H3N2,HA1,2026-03-02,identical,391
H3N2,HA1,2026-03-09,1_mutation,166
H3N2,HA1,2026-03-09,2_mutations,61
H3N2,HA1,2026-03-09,3_mutations,17
H3N2,HA1,2026-03-09,4_mutations,3
H3N2,HA1,2026-03-09,identical,293
H3N2,HA1,2026-03-09,more_than_4_mutations,1
H3N2,HA1,2026-03-16,1_mutation,167
H3N2,HA1,2026-03-16,2_mutations,57
H3N2,HA1,2026-03-16,3_mutations,11
H3N2,HA1,2026-03-16,4_mutations,4
H3N2,HA1,2026-03-16,identical,242
H3N2,HA1,2026-03-16,more_than_4_mutations,3
H3N2,HA1,2026-03-23,1_mutation,133
H3N2,HA1,2026-03-23,2_mutations,49
H3N2,HA1,2026-03-23,3_mutations,14
H3N2,HA1,2026-03-23,4_mutations,3
H3N2,HA1,2026-03-23,identical,204
H3N2,HA1,2026-03-23,more_than_4_mutations,3
H3N2,HA1,2026-03-30,1_mutation,110
H3N2,HA1,2026-03-30,2_mutations,48
H3N2,HA1,2026-03-30,3_mutations,6
H3N2,HA1,2026-03-30,4_mutations,2
H3N2,HA1,2026-03-30,identical,152
H3N2,HA1,2026-04-06,1_mutation,139
H3N2,HA1,2026-04-06,2_mutations,44
H3N2,HA1,2026-04-06,3_mutations,13
H3N2,HA1,2026-04-06,4_mutations,2
H3N2,HA1,2026-04-06,identical,142
H3N2,HA1,2026-04-13,1_mutation,97
H3N2,HA1,2026-04-13,2_mutations,25
H3N2,HA1,2026-04-13,3_mutations,9
H3N2,HA1,2026-04-13,identical,108
H3N2,HA1,2026-04-13,more_than_4_mutations,1
H3N2,HA1,2026-04-20,1_mutation,79
H3N2,HA1,2026-04-20,2_mutations,20
H3N2,HA1,2026-04-20,3_mutations,10
H3N2,HA1,2026-04-20,4_mutations,1
H3N2,HA1,2026-04-20,identical,110
H3N2,HA1,2026-04-27,1_mutation,81
H3N2,HA1,2026-04-27,2_mutations,25
H3N2,HA1,2026-04-27,3_mutations,4
H3N2,HA1,2026-04-27,identical,106
H3N2,HA1,2026-05-04,1_mutation,77
H3N2,HA1,2026-05-04,2_mutations,26
H3N2,HA1,2026-05-04,3_mutations,3
H3N2,HA1,2026-05-04,4_mutations,1
H3N2,HA1,2026-05-04,identical,90
H3N2,HA1,2026-05-11,1_mutation,76
H3N2,HA1,2026-05-11,2_mutations,27
H3N2,HA1,2026-05-11,3_mutations,4
H3N2,HA1,2026-05-11,4_mutations,1
H3N2,HA1,2026-05-11,identical,109
H3N2,HA1,2026-05-11,more_than_4_mutations,1
H3N2,HA1,2026-05-18,1_mutation,78
H3N2,HA1,2026-05-18,2_mutations,28
H3N2,HA1,2026-05-18,3_mutations,5
H3N2,HA1,2026-05-18,4_mutations,2
H3N2,HA1,2026-05-18,identical,102
H3N2,HA1,2026-05-25,1_mutation,63
H3N2,HA1,2026-05-25,2_mutations,21
H3N2,HA1,2026-05-25,3_mutations,1
H3N2,HA1,2026-05-25,identical,142
H3N2,HA1,2026-06-01,1_mutation,91
H3N2,HA1,2026-06-01,2_mutations,19
H3N2,HA1,2026-06-01,3_mutations,5
H3N2,HA1,2026-06-01,4_mutations,2
H3N2,HA1,2026-06-01,identical,95
H3N2,HA1,2026-06-08,1_mutation,70
H3N2,HA1,2026-06-08,2_mutations,21
H3N2,HA1,2026-06-08,3_mutations,12
H3N2,HA1,2026-06-08,4_mutations,3
H3N2,HA1,2026-06-08,identical,113
H3N2,HA1,2026-06-15,1_mutation,72
H3N2,HA1,2026-06-15,2_mutations,22
H3N2,HA1,2026-06-15,3_mutations,23
H3N2,HA1,2026-06-15,4_mutations,2
H3N2,HA1,2026-06-15,identical,149
H3N2,HA1,2026-06-22,1_mutation,39
H3N2,HA1,2026-06-22,2_mutations,8
H3N2,HA1,2026-06-22,3_mutations,10
H3N2,HA1,2026-06-22,4_mutations,4
H3N2,HA1,2026-06-22,identical,76
H3N2,HA1,2026-06-22,more_than_4_mutations,1
H3N2,HA1,2026-06-29,1_mutation,32
H3N2,HA1,2026-06-29,2_mutations,9
H3N2,HA1,2026-06-29,3_mutations,14
H3N2,HA1,2026-06-29,4_mutations,9
H3N2,HA1,2026-06-29,identical,52
H3N2,HA1,2026-06-29,more_than_4_mutations,1
H3N2,HA1,2026-07-06,1_mutation,21
H3N2,HA1,2026-07-06,2_mutations,11
H3N2,HA1,2026-07-06,3_mutations,10
H3N2,HA1,2026-07-06,4_mutations,14
H3N2,HA1,2026-07-06,identical,54
H3N2,HA1,2026-07-13,1_mutation,17
H3N2,HA1,2026-07-13,2_mutations,8
H3N2,HA1,2026-07-13,3_mutations,11
H3N2,HA1,2026-07-13,4_mutations,7
H3N2,HA1,2026-07-13,identical,49
H3N2,HA1,2026-07-20,1_mutation,15
H3N2,HA1,2026-07-20,2_mutations,6
H3N2,HA1,2026-07-20,3_mutations,14
H3N2,HA1,2026-07-20,4_mutations,4
H3N2,HA1,2026-07-20,identical,32
H3N2,HA1,2026-07-20,more_than_4_mutations,1
H3N2,HA1,2026-07-27,1_mutation,10
H3N2,HA1,2026-07-27,2_mutations,3
H3N2,HA1,2026-07-27,3_mutations,21
H3N2,HA1,2026-07-27,4_mutations,4
H3N2,HA1,2026-07-27,identical,23
H3N2,HA1,2026-08-03,1_mutation,13
H3N2,HA1,2026-08-03,2_mutations,8
H3N2,HA1,2026-08-03,3_mutations,20
H3N2,HA1,2026-08-03,4_mutations,3
H3N2,HA1,2026-08-03,identical,29
H3N2,HA1,2026-08-10,1_mutation,11
H3N2,HA1,2026-08-10,2_mutations,1
H3N2,HA1,2026-08-10,3_mutations,6
H3N2,HA1,2026-08-10,4_mutations,10
H3N2,HA1,2026-08-10,identical,10
H3N2,HA1,2026-08-17,1_mutation,1
H3N2,HA1,2026-08-17,identical,1
H3N2,ectodomain,2024-09-02,1_mutation,88
H3N2,ectodomain,2024-09-02,2_mutations,65
H3N2,ectodomain,2024-09-02,3_mutations,33
H3N2,ectodomain,2024-09-02,4_mutations,19
H3N2,ectodomain,2024-09-02,identical,2
H3N2,ectodomain,2024-09-02,more_than_4_mutations,13
H3N2,ectodomain,2024-09-09,1_mutation,80
H3N2,ectodomain,2024-09-09,2_mutations,69
H3N2,ectodomain,2024-09-09,3_mutations,61
H3N2,ectodomain,2024-09-09,4_mutations,19
H3N2,ectodomain,2024-09-09,identical,6
H3N2,ectodomain,2024-09-09,more_than_4_mutations,17
H3N2,ectodomain,2024-09-16,1_mutation,74
H3N2,ectodomain,2024-09-16,2_mutations,68
H3N2,ectodomain,2024-09-16,3_mutations,42
H3N2,ectodomain,2024-09-16,4_mutations,25
H3N2,ectodomain,2024-09-16,identical,1
H3N2,ectodomain,2024-09-16,more_than_4_mutations,17
H3N2,ectodomain,2024-09-23,1_mutation,46
H3N2,ectodomain,2024-09-23,2_mutations,59
H3N2,ectodomain,2024-09-23,3_mutations,36
H3N2,ectodomain,2024-09-23,4_mutations,18
H3N2,ectodomain,2024-09-23,identical,6
H3N2,ectodomain,2024-09-23,more_than_4_mutations,9
H3N2,ectodomain,2024-09-30,1_mutation,72
