virus,cohort,n_sera,median_titer,geomean_titer,titer_q1,titer_q3,frac_w_titer_below_140
A/France/PAC-RELAB-HCL026021993801/2026_H3N2,VIDRL_adult-egg_post,20,846.5,855.1,380.2,2344,0.1
A/France/PAC-RELAB-HCL026021993801/2026_H3N2,VIDRL_adult-egg_pre,20,205.3,253,92.93,654.9,0.35
A/France/PAC-RELAB-HCL026021993801/2026_H3N2,VIDRL_elderly-egg_post,20,741.3,826.4,413.5,1897,0.15
A/France/PAC-RELAB-HCL026021993801/2026_H3N2,VIDRL_elderly-egg_pre,20,234.3,261.9,184.7,405.7,0.15
A/Galicia/GA-CHUAC-451/2025_H3N2,All,284,462.6,484,187.3,1112,0.2007
A/Galicia/GA-CHUAC-451/2025_H3N2,CTS,38,414.6,472.2,289,692.9,0.1053
A/Galicia/GA-CHUAC-451/2025_H3N2,SCH,40,581.7,570.5,146.4,2504,0.25
A/Galicia/GA-CHUAC-451/2025_H3N2,UWMC,86,455.1,471.3,235,1034,0.1628
A/Galicia/GA-CHUAC-451/2025_H3N2,VIDRL,120,503,470.8,149.4,1355,0.2417
A/Galicia/GA-CHUAC-451/2025_H3N2,VIDRL_adult-cell_post,20,607.3,905.3,382.9,1978,0.05
A/Galicia/GA-CHUAC-451/2025_H3N2,VIDRL_adult-cell_pre,20,80.17,92.21,44.46,132.3,0.75
A/Galicia/GA-CHUAC-451/2025_H3N2,VIDRL_adult-egg_post,20,1214,957.1,333.8,2518,0.05
A/Galicia/GA-CHUAC-451/2025_H3N2,VIDRL_adult-egg_pre,20,503,379.4,128.9,905.8,0.3
A/Galicia/GA-CHUAC-451/2025_H3N2,VIDRL_elderly-egg_post,20,789.4,1072,543.1,2170,0
A/Galicia/GA-CHUAC-451/2025_H3N2,VIDRL_elderly-egg_pre,20,378.6,335.1,139.1,566.9,0.3
A/Galicia/GA-CHUAC-612/2025_H1N1,All,283,270.7,311.6,118.8,579.8,0.2933
A/Galicia/GA-CHUAC-612/2025_H1N1,CTS,38,230.8,230.6,107.7,422.8,0.3947
A/Galicia/GA-CHUAC-612/2025_H1N1,SCH,39,165.7,192.2,62.7,467.3,0.4872
A/Galicia/GA-CHUAC-612/2025_H1N1,UWMC,87,258.2,329.1,130.1,729.8,0.2759
A/Galicia/GA-CHUAC-612/2025_H1N1,VIDRL,119,335.9,386.1,152.8,722.8,0.2101
A/Galicia/GA-CHUAC-612/2025_H1N1,VIDRL_adult-cell_post,20,1316,1464,505.1,4373,0
A/Galicia/GA-CHUAC-612/2025_H1N1,VIDRL_adult-cell_pre,20,146.1,154.1,74.97,288.1,0.5
A/Galicia/GA-CHUAC-612/2025_H1N1,VIDRL_adult-egg_post,20,492.7,489.8,218.8,610.1,0.05
A/Galicia/GA-CHUAC-612/2025_H1N1,VIDRL_adult-egg_pre,20,177.7,213.8,102.7,436.3,0.35
A/Galicia/GA-CHUAC-612/2025_H1N1,VIDRL_elderly-egg_post,20,427.4,657.2,273.3,1435,0.05
A/Galicia/GA-CHUAC-612/2025_H1N1,VIDRL_elderly-egg_pre,19,153.5,206.9,123.1,344.9,0.3158
A/Germany/LRMC_0104/2025_H3N2,All,284,396.1,421.6,168.2,1021,0.2113
A/Germany/LRMC_0104/2025_H3N2,CTS,38,421.4,411.1,239.5,679.9,0.07895
A/Germany/LRMC_0104/2025_H3N2,SCH,40,498.1,525.2,163.3,1833,0.25
A/Germany/LRMC_0104/2025_H3N2,UWMC,87,418.8,494.5,205.2,1054,0.1379
A/Germany/LRMC_0104/2025_H3N2,VIDRL,119,317,351.4,116.2,932.2,0.2941
A/Germany/LRMC_0104/2025_H3N2,VIDRL_adult-cell_post,20,653.5,667.8,370.2,1217,0.05
A/Germany/LRMC_0104/2025_H3N2,VIDRL_adult-cell_pre,20,86.27,90.78,52.26,147.5,0.75
A/Germany/LRMC_0104/2025_H3N2,VIDRL_adult-egg_post,20,1035,853,441.1,1776,0.1
A/Germany/LRMC_0104/2025_H3N2,VIDRL_adult-egg_pre,20,119.5,193.2,90.73,626.7,0.55
A/Germany/LRMC_0104/2025_H3N2,VIDRL_elderly-egg_post,20,721.5,761.1,338.9,1349,0.1
A/Germany/LRMC_0104/2025_H3N2,VIDRL_elderly-egg_pre,19,212.6,242.9,173.2,395.8,0.2105
A/Germany/LRMC_0113/2025_H3N2,All,284,415.6,491.5,199.9,1212,0.1268
A/Germany/LRMC_0113/2025_H3N2,CTS,38,472.8,442.7,231.5,663.1,0.1316
A/Germany/LRMC_0113/2025_H3N2,SCH,40,504.6,587.7,188.6,1621,0.125
A/Germany/LRMC_0113/2025_H3N2,UWMC,87,522.1,577.3,256.8,1200,0.06897
A/Germany/LRMC_0113/2025_H3N2,VIDRL,119,356.8,425.5,169,1107,0.1681
A/Germany/LRMC_0113/2025_H3N2,VIDRL_adult-cell_post,20,724.4,812.2,418.8,1726,0.05
A/Germany/LRMC_0113/2025_H3N2,VIDRL_adult-cell_pre,19,144.4,129.2,94.07,188.8,0.4737
A/Germany/LRMC_0113/2025_H3N2,VIDRL_adult-egg_post,20,1239,976.2,362.5,2151,0
A/Germany/LRMC_0113/2025_H3N2,VIDRL_adult-egg_pre,20,181.8,258.2,118.8,509.4,0.35
A/Germany/LRMC_0113/2025_H3N2,VIDRL_elderly-egg_post,20,679.4,783.9,362.4,1832,0.05
A/Germany/LRMC_0113/2025_H3N2,VIDRL_elderly-egg_pre,20,245.8,269.5,210.3,392.2,0.1
A/Hawaii/70/2019_H1N1,All,284,533.2,623.1,256.8,1636,0.1549
A/Hawaii/70/2019_H1N1,CTS,38,502.7,567.6,242.2,1458,0.1316
A/Hawaii/70/2019_H1N1,SCH,40,174.1,192.8,60.1,563.3,0.475
A/Hawaii/70/2019_H1N1,UWMC,86,746.8,793.2,353.3,1868,0.1047
A/Hawaii/70/2019_H1N1,VIDRL,120,599.6,798.2,296,2265,0.09167
A/Hawaii/70/2019_H1N1,VIDRL_adult-cell_post,20,2412,2544,825.9,7192,0
A/Hawaii/70/2019_H1N1,VIDRL_adult-cell_pre,20,273.3,359.8,168.1,691.5,0.2
A/Hawaii/70/2019_H1N1,VIDRL_adult-egg_post,20,1885,1373,409.9,3502,0
A/Hawaii/70/2019_H1N1,VIDRL_adult-egg_pre,20,1556,974,348.9,2904,0.15
A/Hawaii/70/2019_H1N1,VIDRL_elderly-egg_post,20,647.7,660.3,385.5,1210,0.05
A/Hawaii/70/2019_H1N1,VIDRL_elderly-egg_pre,20,381.3,320.1,250.6,497.9,0.15
A/Hawaii/ISC-1140/2025_H1N1,All,283,388.6,429.9,188.3,849.9,0.1837
A/Hawaii/ISC-1140/2025_H1N1,CTS,38,247.1,310.8,142.2,517.2,0.2368
A/Hawaii/ISC-1140/2025_H1N1,SCH,40,226.8,272.5,106,693.6,0.45
A/Hawaii/ISC-1140/2025_H1N1,UWMC,85,434.8,461.2,216.8,931.1,0.1412
A/Hawaii/ISC-1140/2025_H1N1,VIDRL,120,423.1,527.8,232.3,904.4,0.1083
A/Hawaii/ISC-1140/2025_H1N1,VIDRL_adult-cell_post,20,1276,1623,662.1,5697,0
A/Hawaii/ISC-1140/2025_H1N1,VIDRL_adult-cell_pre,20,220.4,223.3,132.7,392.5,0.3
A/Hawaii/ISC-1140/2025_H1N1,VIDRL_adult-egg_post,20,590,722.6,344.6,1268,0
A/Hawaii/ISC-1140/2025_H1N1,VIDRL_adult-egg_pre,20,298.5,319.6,150.1,609.1,0.25
A/Hawaii/ISC-1140/2025_H1N1,VIDRL_elderly-egg_post,20,618.1,839.2,358.8,1635,0.05
A/Hawaii/ISC-1140/2025_H1N1,VIDRL_elderly-egg_pre,20,339.9,307.6,231.4,421.4,0.05
A/Hessen/18/2026_H1N1,All,282,223.5,266.4,102,553.9,0.3511
A/Hessen/18/2026_H1N1,CTS,38,209.6,260.2,152.8,447.4,0.2368
A/Hessen/18/2026_H1N1,SCH,40,123.2,169.6,59.75,430,0.525
A/Hessen/18/2026_H1N1,UWMC,86,206.9,260.9,105.7,564,0.3372
A/Hessen/18/2026_H1N1,VIDRL,118,241.2,317.6,116.8,631.1,0.339
A/Hessen/18/2026_H1N1,VIDRL_adult-cell_post,20,1126,1353,468.8,4561,0
A/Hessen/18/2026_H1N1,VIDRL_adult-cell_pre,20,83.13,96.17,58.16,112.1,0.8
A/Hessen/18/2026_H1N1,VIDRL_adult-egg_post,20,402,440.2,223.6,894,0.15
A/Hessen/18/2026_H1N1,VIDRL_adult-egg_pre,18,177.9,195.1,79.52,448.3,0.5
A/Hessen/18/2026_H1N1,VIDRL_elderly-egg_post,20,387.1,512.2,236.8,1217,0.15
A/Hessen/18/2026_H1N1,VIDRL_elderly-egg_pre,20,164,170.9,130.3,255.6,0.45
A/Ireland/91576/2025_H3N2,All,283,344,380.7,154.4,800.5,0.2155
A/Ireland/91576/2025_H3N2,CTS,38,424.9,417.6,256.7,602.6,0.1053
A/Ireland/91576/2025_H3N2,SCH,39,523.2,487.7,163.6,1362,0.2308
A/Ireland/91576/2025_H3N2,UWMC,86,323.7,392.1,169.1,735.3,0.186
A/Ireland/91576/2025_H3N2,VIDRL,120,256.9,334.1,131.9,758.5,0.2667
A/Ireland/91576/2025_H3N2,VIDRL_adult-cell_post,20,561,671.1,358.1,1398,0.05
A/Ireland/91576/2025_H3N2,VIDRL_adult-cell_pre,20,87.01,91.66,43.49,152.7,0.7
A/Ireland/91576/2025_H3N2,VIDRL_adult-egg_post,20,864.4,760.9,272.8,1705,0.05
A/Ireland/91576/2025_H3N2,VIDRL_adult-egg_pre,20,173.1,196.3,90.23,408.7,0.4
A/Ireland/91576/2025_H3N2,VIDRL_elderly-egg_post,20,633.6,712.8,327.7,1633,0.1
A/Ireland/91576/2025_H3N2,VIDRL_elderly-egg_pre,20,185.9,212.3,134.9,231.1,0.3
A/Kentucky/80/2025_H1N1,All,284,357,390.4,174.4,735.4,0.1761
A/Kentucky/80/2025_H1N1,CTS,38,236.1,309.7,172.2,536.1,0.1579
A/Kentucky/80/2025_H1N1,SCH,40,192.4,168.4,56.98,382.8,0.425
A/Kentucky/80/2025_H1N1,UWMC,86,454.8,501.1,199.3,876.6,0.1047
A/Kentucky/80/2025_H1N1,VIDRL,120,370.5,464.8,189.2,1098,0.15
A/Kentucky/80/2025_H1N1,VIDRL_adult-cell_post,20,1465,1449,371.8,6112,0
A/Kentucky/80/2025_H1N1,VIDRL_adult-cell_pre,20,184,204.4,101.4,352.4,0.3
A/Kentucky/80/2025_H1N1,VIDRL_adult-egg_post,20,454.1,652.1,228.7,1833,0
A/Kentucky/80/2025_H1N1,VIDRL_adult-egg_pre,20,398.9,354.6,119,999.3,0.3
A/Kentucky/80/2025_H1N1,VIDRL_elderly-egg_post,20,475.8,599.6,262.8,1334,0.05
A/Kentucky/80/2025_H1N1,VIDRL_elderly-egg_pre,20,248.4,245.7,142.2,380.6,0.25
A/Lisboa/216/2023_H3N2,All,281,705,726.9,249.2,2175,0.1068
A/Lisboa/216/2023_H3N2,CTS,38,334.6,461.4,220.4,971.9,0.1053
A/Lisboa/216/2023_H3N2,SCH,40,1009,821.5,148.4,3177,0.25
A/Lisboa/216/2023_H3N2,UWMC,85,668.1,718.8,267.1,1972,0.08235
A/Lisboa/216/2023_H3N2,VIDRL,118,764.6,813.9,273,2478,0.07627
A/Lisboa/216/2023_H3N2,VIDRL_adult-cell_post,20,1211,1449,738.2,3160,0.05
A/Lisboa/216/2023_H3N2,VIDRL_adult-cell_pre,18,181.9,214.2,129.9,407.8,0.2778
A/Lisboa/216/2023_H3N2,VIDRL_adult-egg_post,20,2192,1587,612.6,3222,0
A/Lisboa/216/2023_H3N2,VIDRL_adult-egg_pre,20,1030,808.4,331.3,2224,0.05
A/Lisboa/216/2023_H3N2,VIDRL_elderly-egg_post,20,1055,1202,637.2,2783,0.1
A/Lisboa/216/2023_H3N2,VIDRL_elderly-egg_pre,20,455.9,531.5,244.4,763.5,0
A/Luxembourg/LNS9132577/2026_H3N2,All,284,338.5,412.9,154.8,957,0.2007
A/Luxembourg/LNS9132577/2026_H3N2,CTS,38,421.8,418.4,264,649.4,0.1053
A/Luxembourg/LNS9132577/2026_H3N2,SCH,40,439.5,502,135.4,1436,0.275
A/Luxembourg/LNS9132577/2026_H3N2,UWMC,87,344.3,434.9,198.2,878,0.1494
A/Luxembourg/LNS9132577/2026_H3N2,VIDRL,119,297.5,370.7,141.6,965.6,0.2437
A/Luxembourg/LNS9132577/2026_H3N2,VIDRL_adult-cell_post,20,1118,857.6,344.4,1532,0.05
A/Luxembourg/LNS9132577/2026_H3N2,VIDRL_adult-cell_pre,20,88.52,94.54,68.7,124.8,0.75
A/Luxembourg/LNS9132577/2026_H3N2,VIDRL_adult-egg_post,20,762.8,802.7,312.8,1981,0.05
A/Luxembourg/LNS9132577/2026_H3N2,VIDRL_adult-egg_pre,20,145.1,207.1,102.7,393.1,0.4
A/Luxembourg/LNS9132577/2026_H3N2,VIDRL_elderly-egg_post,20,691.3,767.4,410.5,1735,0.1
A/Luxembourg/LNS9132577/2026_H3N2,VIDRL_elderly-egg_pre,19,221,245.9,152.9,311.6,0.1053
A/Maine/25/2026_H1N1,All,285,252,315.9,135.6,677.1,0.2737
A/Maine/25/2026_H1N1,CTS,38,245.6,279.8,137.1,498.6,0.2895
A/Maine/25/2026_H1N1,SCH,40,174.9,196.4,56.92,454.9,0.475
A/Maine/25/2026_H1N1,UWMC,87,239.2,310.1,151.9,664.5,0.2414
A/Maine/25/2026_H1N1,VIDRL,120,307.4,389.7,148.2,769.6,0.225
A/Maine/25/2026_H1N1,VIDRL_adult-cell_post,20,1394,1483,518,4216,0
A/Maine/25/2026_H1N1,VIDRL_adult-cell_pre,20,115,136.7,81.83,172,0.65
A/Maine/25/2026_H1N1,VIDRL_adult-egg_post,20,525.5,533.9,229.2,939.9,0.05
A/Maine/25/2026_H1N1,VIDRL_adult-egg_pre,20,213.4,233.3,92.62,446.7,0.4
A/Maine/25/2026_H1N1,VIDRL_elderly-egg_post,20,490.2,617.2,273,1403,0.05
A/Maine/25/2026_H1N1,VIDRL_elderly-egg_pre,20,212.2,224.8,166.7,312.7,0.2
A/Malaysia/IMR/SARI/2406/2025_H3N2,All,280,299.8,337.6,173.9,588.5,0.1821
A/Malaysia/IMR/SARI/2406/2025_H3N2,CTS,38,333.5,388.9,246.4,703.1,0.05263
A/Malaysia/IMR/SARI/2406/2025_H3N2,SCH,39,337.2,329.2,168.9,578.8,0.2051
A/Malaysia/IMR/SARI/2406/2025_H3N2,UWMC,87,353.1,405.4,204.9,683.5,0.1149
A/Malaysia/IMR/SARI/2406/2025_H3N2,VIDRL,116,252.8,283.3,129.9,500.6,0.2672
A/Malaysia/IMR/SARI/2406/2025_H3N2,VIDRL_adult-cell_post,20,425.5,473.2,259.3,857.2,0.05
A/Malaysia/IMR/SARI/2406/2025_H3N2,VIDRL_adult-cell_pre,19,111.9,112.7,79.31,152.3,0.7368
A/Malaysia/IMR/SARI/2406/2025_H3N2,VIDRL_adult-egg_post,19,310.3,418.7,176.7,996.7,0.2105
A/Malaysia/IMR/SARI/2406/2025_H3N2,VIDRL_adult-egg_pre,19,231.3,246.4,99.06,324.9,0.4211
A/Malaysia/IMR/SARI/2406/2025_H3N2,VIDRL_elderly-egg_post,20,451.7,427.7,247.2,645.7,0.05
A/Malaysia/IMR/SARI/2406/2025_H3N2,VIDRL_elderly-egg_pre,19,202.2,209.3,148.2,287,0.1579
A/Massachusetts/18/2022_H3N2,All,284,752.3,807.1,304.4,1990,0.07042
A/Massachusetts/18/2022_H3N2,CTS,38,424.7,457.2,261.7,719.5,0.07895
A/Massachusetts/18/2022_H3N2,SCH,40,1158,1007,275.3,3429,0.1
A/Massachusetts/18/2022_H3N2,UWMC,87,700.2,722.7,272.3,1966,0.1149
A/Massachusetts/18/2022_H3N2,VIDRL,119,917.3,974,414.2,2061,0.02521
A/Massachusetts/18/2022_H3N2,VIDRL_adult-cell_post,20,1651,1700,889.5,2624,0
A/Massachusetts/18/2022_H3N2,VIDRL_adult-cell_pre,19,285.5,293.5,176.1,526,0.1053
A/Massachusetts/18/2022_H3N2,VIDRL_adult-egg_post,20,2504,1978,1302,4578,0
A/Massachusetts/18/2022_H3N2,VIDRL_adult-egg_pre,20,1074,974.1,542.8,1970,0
A/Massachusetts/18/2022_H3N2,VIDRL_elderly-egg_post,20,1213,1294,749,2150,0
A/Massachusetts/18/2022_H3N2,VIDRL_elderly-egg_pre,20,556.5,646.5,380.5,1312,0.05
A/Massachusetts/ISC-1856/2025_H3N2,All,283,451.4,505.3,207.8,1218,0.1307
A/Massachusetts/ISC-1856/2025_H3N2,CTS,38,416.2,445.2,239.5,641.9,0.07895
A/Massachusetts/ISC-1856/2025_H3N2,SCH,40,573.5,603.1,196.1,1558,0.125
A/Massachusetts/ISC-1856/2025_H3N2,UWMC,86,488.9,605.4,323.7,1286,0.05814
A/Massachusetts/ISC-1856/2025_H3N2,VIDRL,119,386,435.1,163.7,1212,0.2017
A/Massachusetts/ISC-1856/2025_H3N2,VIDRL_adult-cell_post,20,1255,1187,585.5,2020,0.05
A/Massachusetts/ISC-1856/2025_H3N2,VIDRL_adult-cell_pre,20,116.8,119.8,83.21,203.4,0.65
A/Massachusetts/ISC-1856/2025_H3N2,VIDRL_adult-egg_post,20,1010,783.2,273.8,1772,0.1
A/Massachusetts/ISC-1856/2025_H3N2,VIDRL_adult-egg_pre,20,199.9,237.3,133.8,396.6,0.3
A/Massachusetts/ISC-1856/2025_H3N2,VIDRL_elderly-egg_post,19,732.1,902.3,488.4,1510,0
A/Massachusetts/ISC-1856/2025_H3N2,VIDRL_elderly-egg_pre,20,247.1,295,211.1,438.1,0.1
A/Mauritius/26000203/2026_H1N1,All,285,340.1,405.8,175.4,909.8,0.207
A/Mauritius/26000203/2026_H1N1,CTS,38,253.8,324.8,182.1,507.9,0.07895
A/Mauritius/26000203/2026_H1N1,SCH,40,209.4,227.2,74.71,514.6,0.45
A/Mauritius/26000203/2026_H1N1,UWMC,87,389.7,443.3,169.6,1060,0.2299
A/Mauritius/26000203/2026_H1N1,VIDRL,120,362.6,495.6,220.5,997,0.15
A/Mauritius/26000203/2026_H1N1,VIDRL_adult-cell_post,20,1236,1443,563.2,3954,0
A/Mauritius/26000203/2026_H1N1,VIDRL_adult-cell_pre,20,170.2,173,98.29,241.3,0.45
A/Mauritius/26000203/2026_H1N1,VIDRL_adult-egg_post,20,461.1,673.6,292.6,1142,0.05
A/Mauritius/26000203/2026_H1N1,VIDRL_adult-egg_pre,20,299.1,305.7,121.3,612.9,0.3
A/Mauritius/26000203/2026_H1N1,VIDRL_elderly-egg_post,20,565.5,844.7,400.4,1814,0.05
A/Mauritius/26000203/2026_H1N1,VIDRL_elderly-egg_pre,20,287.4,341.4,220.3,356.2,0.05
A/Michigan/8/2026_H3N2,All,284,360.9,410.6,174.7,912,0.1655
A/Michigan/8/2026_H3N2,CTS,38,378.7,399,244.5,536,0.05263
A/Michigan/8/2026_H3N2,SCH,40,408.3,483.1,161.9,1742,0.2
A/Michigan/8/2026_H3N2,UWMC,86,398,476.7,227.6,899.2,0.09302
A/Michigan/8/2026_H3N2,VIDRL,120,261.2,352.7,143.8,865.7,0.2417
A/Michigan/8/2026_H3N2,VIDRL_adult-cell_post,20,739.6,749.9,420.2,1242,0.05
A/Michigan/8/2026_H3N2,VIDRL_adult-cell_pre,20,94.78,95.59,61.52,145.8,0.7
A/Michigan/8/2026_H3N2,VIDRL_adult-egg_post,20,823.7,834.4,363.1,2007,0.1
A/Michigan/8/2026_H3N2,VIDRL_adult-egg_pre,20,173.4,205.8,107.6,333.1,0.3
A/Michigan/8/2026_H3N2,VIDRL_elderly-egg_post,20,666.8,709.3,302.3,1629,0.15
A/Michigan/8/2026_H3N2,VIDRL_elderly-egg_pre,20,210.9,220.7,174.2,265.1,0.15
A/Michigan/UM-10068071276/2025_H3N2,All,284,481.4,517.5,203.1,1222,0.1585
A/Michigan/UM-10068071276/2025_H3N2,CTS,38,312.4,379,230.4,692.3,0.1316
A/Michigan/UM-10068071276/2025_H3N2,SCH,40,394,400.9,212.2,1211,0.2
A/Michigan/UM-10068071276/2025_H3N2,UWMC,86,585.6,682.5,299.8,1395,0.06977
A/Michigan/UM-10068071276/2025_H3N2,VIDRL,120,430.1,509.9,154.5,1412,0.2167
A/Michigan/UM-10068071276/2025_H3N2,VIDRL_adult-cell_post,20,1528,1300,603.7,2761,0.1
A/Michigan/UM-10068071276/2025_H3N2,VIDRL_adult-cell_pre,20,128.3,159.6,98.25,212.9,0.55
A/Michigan/UM-10068071276/2025_H3N2,VIDRL_adult-egg_post,20,1631,1015,205.5,2837,0.1
A/Michigan/UM-10068071276/2025_H3N2,VIDRL_adult-egg_pre,20,243.9,366.5,123.5,1051,0.3
A/Michigan/UM-10068071276/2025_H3N2,VIDRL_elderly-egg_post,20,760,818.2,490.7,1320,0.1
A/Michigan/UM-10068071276/2025_H3N2,VIDRL_elderly-egg_pre,20,203.8,278.3,166.2,349.9,0.15
A/Michigan/UM-10068134090/2025_H3N2,All,275,457.7,510.3,204.1,1184,0.1418
A/Michigan/UM-10068134090/2025_H3N2,CTS,37,392.6,393.1,247.2,525.2,0.08108
A/Michigan/UM-10068134090/2025_H3N2,SCH,37,678.3,691.1,249.8,1909,0.1081
A/Michigan/UM-10068134090/2025_H3N2,UWMC,84,531,558.9,236.9,943.5,0.1071
A/Michigan/UM-10068134090/2025_H3N2,VIDRL,117,446.1,471.8,168.5,1221,0.1966
A/Michigan/UM-10068134090/2025_H3N2,VIDRL_adult-cell_post,20,1071,977.3,506,2078,0.05
A/Michigan/UM-10068134090/2025_H3N2,VIDRL_adult-cell_pre,19,168.5,170.2,107.2,251.1,0.3684
A/Michigan/UM-10068134090/2025_H3N2,VIDRL_adult-egg_post,19,1596,1117,560.6,2769,0.1579
A/Michigan/UM-10068134090/2025_H3N2,VIDRL_adult-egg_pre,20,175.3,220.7,117.5,351.8,0.45
A/Michigan/UM-10068134090/2025_H3N2,VIDRL_elderly-egg_post,20,870.1,930.7,373.1,1878,0
A/Michigan/UM-10068134090/2025_H3N2,VIDRL_elderly-egg_pre,19,244.2,279.1,158.6,472.2,0.1579
A/Michigan/UM-10068449788/2025_H3N2,All,284,465.4,509.3,224.5,1188,0.1514
A/Michigan/UM-10068449788/2025_H3N2,CTS,38,499.4,511.1,307.8,635.4,0.05263
A/Michigan/UM-10068449788/2025_H3N2,SCH,40,598.2,523.9,184.8,1562,0.2
A/Michigan/UM-10068449788/2025_H3N2,UWMC,86,511.6,586,269.3,1165,0.1047
A/Michigan/UM-10068449788/2025_H3N2,VIDRL,120,374.5,455.7,183.2,1205,0.2
A/Michigan/UM-10068449788/2025_H3N2,VIDRL_adult-cell_post,20,999.8,1071,653.8,1682,0
A/Michigan/UM-10068449788/2025_H3N2,VIDRL_adult-cell_pre,20,122.6,129.2,84.33,214.6,0.65
A/Michigan/UM-10068449788/2025_H3N2,VIDRL_adult-egg_post,20,989.7,968.7,423.6,2194,0.05
A/Michigan/UM-10068449788/2025_H3N2,VIDRL_adult-egg_pre,20,210.6,256.7,145.2,793.6,0.25
A/Michigan/UM-10068449788/2025_H3N2,VIDRL_elderly-egg_post,20,1174,893.3,404.8,1380,0.1
A/Michigan/UM-10068449788/2025_H3N2,VIDRL_elderly-egg_pre,20,316.2,291.3,223.6,386.9,0.15
A/Michigan/UM-10068456988/2025_H3N2,All,282,207.6,245.8,95.01,561.6,0.4007
A/Michigan/UM-10068456988/2025_H3N2,CTS,38,270.9,303.7,164.7,463.9,0.2368
A/Michigan/UM-10068456988/2025_H3N2,SCH,39,245.4,271.2,67.89,1066,0.4359
A/Michigan/UM-10068456988/2025_H3N2,UWMC,86,182.1,240.6,104,535.1,0.407
A/Michigan/UM-10068456988/2025_H3N2,VIDRL,119,185,225.9,78.28,571.5,0.437
A/Michigan/UM-10068456988/2025_H3N2,VIDRL_adult-cell_post,20,543.9,498.7,249.3,945.5,0.05
A/Michigan/UM-10068456988/2025_H3N2,VIDRL_adult-cell_pre,19,52.69,66.81,40,100.1,0.8947
A/Michigan/UM-10068456988/2025_H3N2,VIDRL_adult-egg_post,20,463.5,505.4,235.2,1341,0.15
A/Michigan/UM-10068456988/2025_H3N2,VIDRL_adult-egg_pre,20,96.18,107.4,53.23,134.3,0.75
A/Michigan/UM-10068456988/2025_H3N2,VIDRL_elderly-egg_post,20,536.5,470.8,202.6,1313,0.2
A/Michigan/UM-10068456988/2025_H3N2,VIDRL_elderly-egg_pre,20,120.6,147,90.99,224,0.6
A/Michigan/UM-10068747355/2026_H3N2,All,282,281.6,382,148.5,972.6,0.2305
A/Michigan/UM-10068747355/2026_H3N2,CTS,38,265.6,314.4,153.1,496.7,0.2105
A/Michigan/UM-10068747355/2026_H3N2,SCH,40,382,448.6,114.9,1814,0.275
A/Michigan/UM-10068747355/2026_H3N2,UWMC,84,295.6,425.2,181.7,1012,0.1429
A/Michigan/UM-10068747355/2026_H3N2,VIDRL,120,279.2,357.3,116.8,917.1,0.2833
A/Michigan/UM-10068747355/2026_H3N2,VIDRL_adult-cell_post,20,729.4,738.4,328.6,1689,0.1
A/Michigan/UM-10068747355/2026_H3N2,VIDRL_adult-cell_pre,20,68.91,92.69,55.95,160.8,0.65
A/Michigan/UM-10068747355/2026_H3N2,VIDRL_adult-egg_post,20,1014,910.2,293.5,2466,0.1
A/Michigan/UM-10068747355/2026_H3N2,VIDRL_adult-egg_pre,20,156.8,204.5,87.59,396.2,0.45
A/Michigan/UM-10068747355/2026_H3N2,VIDRL_elderly-egg_post,20,619.1,737.1,304.1,1493,0.1
A/Michigan/UM-10068747355/2026_H3N2,VIDRL_elderly-egg_pre,20,171.4,221.5,137.5,335.9,0.3
A/MinasGerais/410/2026_H1N1,All,284,259.3,315.1,123.1,663.9,0.2923
A/MinasGerais/410/2026_H1N1,CTS,38,247.1,284.6,159.2,392.3,0.2368
A/MinasGerais/410/2026_H1N1,SCH,40,134.9,190.1,68.07,375.9,0.5
A/MinasGerais/410/2026_H1N1,UWMC,87,255.2,326.6,132.9,682.3,0.2644
A/MinasGerais/410/2026_H1N1,VIDRL,119,290.7,375.7,137.4,741.5,0.2605
A/MinasGerais/410/2026_H1N1,VIDRL_adult-cell_post,20,1126,1541,624.1,5669,0
A/MinasGerais/410/2026_H1N1,VIDRL_adult-cell_pre,20,113.7,124.3,85.39,147.8,0.7
A/MinasGerais/410/2026_H1N1,VIDRL_adult-egg_post,20,626.7,536.5,230.4,931.8,0.1
A/MinasGerais/410/2026_H1N1,VIDRL_adult-egg_pre,19,208,242.5,102.1,557.5,0.3684
A/MinasGerais/410/2026_H1N1,VIDRL_elderly-egg_post,20,406.1,579.1,272.9,1027,0.1
A/MinasGerais/410/2026_H1N1,VIDRL_elderly-egg_pre,20,191.9,190.6,137.2,278.9,0.3
A/MinasGerais/671/2026_H1N1,All,285,235.7,270.4,114.3,530.3,0.3158
A/MinasGerais/671/2026_H1N1,CTS,38,212.6,254.3,140.7,473.8,0.2632
A/MinasGerais/671/2026_H1N1,SCH,40,176.3,176.1,46.88,417,0.475
A/MinasGerais/671/2026_H1N1,UWMC,87,235.7,277.7,113,635.5,0.2874
A/MinasGerais/671/2026_H1N1,VIDRL,120,251.9,312,124.8,529.2,0.3
A/MinasGerais/671/2026_H1N1,VIDRL_adult-cell_post,20,1142,1293,390.1,3507,0
A/MinasGerais/671/2026_H1N1,VIDRL_adult-cell_pre,20,90.56,103.6,44.55,151.7,0.7
A/MinasGerais/671/2026_H1N1,VIDRL_adult-egg_post,20,404.1,429.3,250.2,596,0.1
A/MinasGerais/671/2026_H1N1,VIDRL_adult-egg_pre,20,206.6,168.6,70.33,332.6,0.45
