virus,cohort,n_sera,median_titer,geomean_titer,titer_q1,titer_q3,frac_w_titer_below_140
A/Wisconsin/588/2019_H1N1,VIDRL_elderly-egg_post,20,968.6,1073,520.4,1723,0.05
A/Wisconsin/588/2019_H1N1,VIDRL_elderly-egg_pre,20,377.6,435,243,652.9,0.15
A/Wisconsin/67/2022_H1N1,All,284,361.3,451.5,191,1003,0.1514
A/Wisconsin/67/2022_H1N1,CTS,38,222.3,302.7,164.4,496.4,0.1579
A/Wisconsin/67/2022_H1N1,SCH,40,240.3,279.9,112.1,717.2,0.375
A/Wisconsin/67/2022_H1N1,UWMC,86,374.5,466.9,191.6,1097,0.1163
A/Wisconsin/67/2022_H1N1,VIDRL,120,472.6,586.8,245,1116,0.1
A/Wisconsin/67/2022_H1N1,VIDRL_adult-cell_post,20,2426,2242,907.9,7111,0
A/Wisconsin/67/2022_H1N1,VIDRL_adult-cell_pre,20,233.5,233.1,100.4,363.4,0.35
A/Wisconsin/67/2022_H1N1,VIDRL_adult-egg_post,20,814.5,801.4,343,1224,0
A/Wisconsin/67/2022_H1N1,VIDRL_adult-egg_pre,20,408.1,375.3,182.8,761.2,0.15
A/Wisconsin/67/2022_H1N1,VIDRL_elderly-egg_post,20,611,844.9,338.6,1740,0.05
A/Wisconsin/67/2022_H1N1,VIDRL_elderly-egg_pre,20,311.3,307.4,221.7,449.6,0.05
A/Zacapa/FLU-012/2025_H1N1,All,285,376.4,415.9,172.8,988.7,0.2175
A/Zacapa/FLU-012/2025_H1N1,CTS,38,287.9,362.5,187.3,688.6,0.1579
A/Zacapa/FLU-012/2025_H1N1,SCH,40,240.1,233.6,58.36,761.6,0.375
A/Zacapa/FLU-012/2025_H1N1,UWMC,87,388.7,421.5,169.6,1034,0.2184
A/Zacapa/FLU-012/2025_H1N1,VIDRL,120,469,521.3,212.9,1124,0.1833
A/Zacapa/FLU-012/2025_H1N1,VIDRL_adult-cell_post,20,1536,1782,490.4,6110,0
A/Zacapa/FLU-012/2025_H1N1,VIDRL_adult-cell_pre,20,124.2,149.6,59.49,217.5,0.6
A/Zacapa/FLU-012/2025_H1N1,VIDRL_adult-egg_post,20,698.5,799.2,384,1417,0
A/Zacapa/FLU-012/2025_H1N1,VIDRL_adult-egg_pre,20,393.9,353.3,176.1,778.4,0.25
A/Zacapa/FLU-012/2025_H1N1,VIDRL_elderly-egg_post,20,752.9,847.8,410,1552,0.1
A/Zacapa/FLU-012/2025_H1N1,VIDRL_elderly-egg_pre,20,300.8,314.5,202.2,534.8,0.15
A/Zambia/6-NIC-014/2026_H1N1,All,285,246.1,308.4,138.9,581.3,0.2561
A/Zambia/6-NIC-014/2026_H1N1,CTS,38,203.6,252.5,148.3,407.6,0.2105
A/Zambia/6-NIC-014/2026_H1N1,SCH,40,170.6,183.4,62.86,446.1,0.475
A/Zambia/6-NIC-014/2026_H1N1,UWMC,87,317.4,334.8,147.1,696,0.2414
A/Zambia/6-NIC-014/2026_H1N1,VIDRL,120,277.4,368,166.2,666.9,0.2083
A/Zambia/6-NIC-014/2026_H1N1,VIDRL_adult-cell_post,20,1258,1381,423.9,4966,0
A/Zambia/6-NIC-014/2026_H1N1,VIDRL_adult-cell_pre,20,148.6,138.8,71.3,183.5,0.45
A/Zambia/6-NIC-014/2026_H1N1,VIDRL_adult-egg_post,20,473.1,502.1,232.3,758.6,0.05
A/Zambia/6-NIC-014/2026_H1N1,VIDRL_adult-egg_pre,20,229.8,210.7,93.85,403,0.4
A/Zambia/6-NIC-014/2026_H1N1,VIDRL_elderly-egg_post,20,426.1,626.2,275.5,1672,0.1
A/Zambia/6-NIC-014/2026_H1N1,VIDRL_elderly-egg_pre,20,197.2,195.7,144,266.2,0.25
A/Zambia/7-NIC-313/2026_H1N1,All,283,281,331.7,144.6,613.5,0.2438
A/Zambia/7-NIC-313/2026_H1N1,CTS,38,239.5,278.8,167.2,427.5,0.1842
A/Zambia/7-NIC-313/2026_H1N1,SCH,40,161.3,199.2,62.62,521.8,0.45
A/Zambia/7-NIC-313/2026_H1N1,UWMC,86,283.1,358.4,156.3,653,0.2093
A/Zambia/7-NIC-313/2026_H1N1,VIDRL,119,325.4,393.4,165.8,730.7,0.2185
A/Zambia/7-NIC-313/2026_H1N1,VIDRL_adult-cell_post,20,1318,1425,433.2,3650,0
A/Zambia/7-NIC-313/2026_H1N1,VIDRL_adult-cell_pre,20,118.5,152.9,90.53,200.2,0.6
A/Zambia/7-NIC-313/2026_H1N1,VIDRL_adult-egg_post,20,504.6,517.6,278.4,692.3,0.05
A/Zambia/7-NIC-313/2026_H1N1,VIDRL_adult-egg_pre,20,173,218,102.6,385.3,0.4
A/Zambia/7-NIC-313/2026_H1N1,VIDRL_elderly-egg_post,20,442.2,614.2,236.5,1756,0.1
A/Zambia/7-NIC-313/2026_H1N1,VIDRL_elderly-egg_pre,19,225.3,239.8,183.9,333.9,0.1579
